Threshold,FAR,FRR
0.664,0.411979,0.197493
0.665,0.413196,0.196734
0.666,0.414716,0.196734
0.667,0.415628,0.195215
0.668,0.416236,0.195215
0.669,0.417452,0.193695
0.67,0.418668,0.192556
0.671,0.420189,0.191417
0.672,0.421405,0.191417
0.673,0.423229,0.190277
0.674,0.424749,0.189518
0.675,0.425965,0.188378
0.676,0.428094,0.188378
0.677,0.428094,0.186859
0.678,0.429006,0.186479
0.679,0.429918,0.18534
0.68,0.431134,0.18496
0.681,0.432958,0.18458
0.682,0.43387,0.183441
0.683,0.434783,0.183061
0.684,0.435391,0.182302
0.685,0.437215,0.181542
0.686,0.437519,0.180782
0.687,0.438431,0.180023
0.688,0.438735,0.179263
0.689,0.439647,0.178504
0.69,0.440559,0.178124
0.691,0.440863,0.178124
0.692,0.44208,0.178124
0.693,0.442992,0.177364
0.694,0.443904,0.176984
0.695,0.445424,0.176984
0.696,0.446032,0.176605
0.697,0.446944,0.176225
0.698,0.447856,0.175085
0.699,0.449377,0.173946
0.7,0.449985,0.171288
0.701,0.451505,0.170148
0.702,0.452113,0.169389
0.703,0.452417,0.168249
0.704,0.453025,0.167869
0.705,0.454241,0.16749
0.706,0.455458,0.16711
0.707,0.456978,0.16711
0.708,0.45789,0.16711
0.709,0.45941,0.16711
0.71,0.460322,0.16673
0.711,0.461538,0.165591
0.712,0.462147,0.165211
0.713,0.462451,0.164831
0.714,0.463059,0.164451
0.715,0.463971,0.164071
0.716,0.464883,0.163692
0.717,0.465795,0.163312
0.718,0.466707,0.162552
0.719,0.466707,0.161033
0.72,0.466707,0.160273
0.721,0.468531,0.159514
0.722,0.469748,0.158754
0.723,0.470356,0.157995
0.724,0.471572,0.157235
0.725,0.47218,0.156096
0.726,0.472484,0.156096
0.727,0.473396,0.155336
0.728,0.474004,0.154956
0.729,0.474916,0.154197
0.73,0.476133,0.153057
0.731,0.476741,0.152298
0.732,0.478565,0.151918
0.733,0.479477,0.151538
0.734,0.480085,0.151538
0.735,0.481301,0.151158
0.736,0.482517,0.150399
0.737,0.484646,0.149639
0.738,0.484646,0.14888
0.739,0.485254,0.14774
0.74,0.486166,0.14736
0.741,0.486774,0.146221
0.742,0.487686,0.145841
0.743,0.48951,0.144322
0.744,0.491335,0.143183
0.745,0.491639,0.142803
0.746,0.492551,0.142803
0.747,0.493767,0.142043
0.748,0.494983,0.141284
0.749,0.494983,0.141284
0.75,0.496503,0.140904
0.751,0.497416,0.140144
0.752,0.49924,0.138625
0.753,0.501064,0.138245
0.754,0.50228,0.137486
0.755,0.503192,0.136346
0.756,0.505017,0.136346
0.757,0.505625,0.135967
0.758,0.506233,0.134827
0.759,0.506233,0.134447
0.76,0.507449,0.134068
0.761,0.508361,0.132928
0.762,0.509881,0.132548
0.763,0.511402,0.132548
0.764,0.513226,0.132169
0.765,0.51353,0.131789
0.766,0.514442,0.131029
0.767,0.514746,0.12989
0.768,0.515962,0.12951
0.769,0.516874,0.12913
0.77,0.518091,0.128371
0.771,0.519611,0.127991
0.772,0.521131,0.127231
0.773,0.522043,0.126852
0.774,0.522651,0.126092
0.775,0.523259,0.125712
0.776,0.523563,0.124193
0.777,0.524171,0.123433
0.778,0.525084,0.123054
0.779,0.526604,0.123054
0.78,0.528124,0.122294
0.781,0.528428,0.121534
0.782,0.529644,0.121155
0.783,0.529644,0.120775
0.784,0.53086,0.120775
0.785,0.531773,0.120015
0.786,0.533597,0.119635
0.787,0.534205,0.119256
0.788,0.535725,0.118876
0.789,0.536941,0.118876
0.79,0.538157,0.117357
0.791,0.538462,0.117357
0.792,0.53907,0.116597
0.793,0.539678,0.115837
0.794,0.539982,0.115458
0.795,0.54059,0.114318
0.796,0.541198,0.113559
0.797,0.542414,0.112799
0.798,0.545151,0.112039
0.799,0.545151,0.11128
0.8,0.546671,0.1109
0.801,0.548191,0.1109
0.802,0.549407,0.1109
0.803,0.550623,0.11052
0.804,0.552144,0.109761
0.805,0.55336,0.109381
0.806,0.55488,0.109381
0.807,0.555792,0.109001
0.808,0.5564,0.109001
0.809,0.557008,0.109001
0.81,0.557616,0.107862
0.811,0.558832,0.107862
0.812,0.559441,0.107482
0.813,0.560353,0.107102
0.814,0.562177,0.105583
0.815,0.562785,0.105583
0.816,0.564305,0.105583
0.817,0.565217,0.104823
0.818,0.565825,0.103684
0.819,0.566434,0.103304
0.82,0.567042,0.102924
0.821,0.568258,0.102165
0.822,0.569474,0.101405
0.823,0.57069,0.100646
0.824,0.571906,0.099886
0.825,0.573427,0.099506
0.826,0.573427,0.099506
0.827,0.573427,0.098747
0.828,0.574035,0.098367
0.829,0.575555,0.097987
0.83,0.577075,0.097227
0.831,0.578899,0.096848
0.832,0.579507,0.096088
0.833,0.579507,0.094569
0.834,0.58042,0.094189
0.835,0.582852,0.093809
0.836,0.584372,0.09267
0.837,0.585284,0.09191
0.838,0.586196,0.09191
0.839,0.586804,0.090771
0.84,0.587717,0.090771
0.841,0.588629,0.089632
0.842,0.589541,0.088112
0.843,0.590757,0.087353
0.844,0.591669,0.086973
0.845,0.592277,0.086593
0.846,0.592885,0.086213
0.847,0.594102,0.085834
0.848,0.595926,0.085834
0.849,0.595926,0.085834
0.85,0.596534,0.084314
0.851,0.597142,0.084314
0.852,0.59775,0.083935
0.853,0.598662,0.083555
0.854,0.600182,0.083555
0.855,0.600486,0.082795
0.856,0.601095,0.082036
0.857,0.602919,0.082036
0.858,0.605351,0.081656
0.859,0.606567,0.081276
0.86,0.607479,0.080517
0.861,0.608088,0.080137
0.862,0.609304,0.079757
0.863,0.610216,0.079377
0.864,0.610824,0.079377
0.865,0.611432,0.079377
0.866,0.612952,0.079377
0.867,0.613864,0.078997
0.868,0.614777,0.078238
0.869,0.615385,0.077478
0.87,0.616601,0.076719
0.871,0.617513,0.076339
0.872,0.617817,0.075959
0.873,0.618729,0.075959
0.874,0.619033,0.075199
0.875,0.620249,0.075199
0.876,0.621465,0.07444
0.877,0.62329,0.07406
0.878,0.624202,0.07368
0.879,0.624202,0.072921
0.88,0.626026,0.071781
0.881,0.626938,0.071781
0.882,0.628458,0.071781
0.883,0.629979,0.071401
0.884,0.630283,0.071022
0.885,0.630891,0.070642
0.886,0.631803,0.069502
0.887,0.632715,0.069123
0.888,0.633627,0.069123
0.889,0.634235,0.068363
0.89,0.634539,0.067603
0.891,0.635756,0.067603
0.892,0.636364,0.067603
0.893,0.638188,0.066464
0.894,0.638492,0.065325
0.895,0.638796,0.065325
0.896,0.639708,0.064945
0.897,0.640924,0.064565
0.898,0.642749,0.064185
0.899,0.643357,0.062666
0.9,0.644573,0.061907
0.901,0.645181,0.061907
0.902,0.646701,0.061527
0.903,0.648525,0.060767
0.904,0.650046,0.060767
0.905,0.652174,0.060387
0.906,0.653694,0.059628
0.907,0.65491,0.058868
0.908,0.655822,0.058488
0.909,0.656431,0.058488
0.91,0.657951,0.056969
0.911,0.658255,0.056589
0.912,0.659471,0.05545
0.913,0.661903,0.05545
0.914,0.662511,0.05507
0.915,0.663728,0.053931
