Threshold,FAR,FRR
0.678,0.731614,0.028105
0.679,0.732311,0.027345
0.68,0.733357,0.027345
0.681,0.733357,0.026965
0.682,0.734054,0.026965
0.683,0.734054,0.026965
0.684,0.735099,0.026586
0.685,0.736145,0.026206
0.686,0.736842,0.025826
0.687,0.737539,0.025826
0.688,0.737888,0.025826
0.689,0.737888,0.025446
0.69,0.737888,0.025446
0.691,0.738236,0.025066
0.692,0.738933,0.025066
0.693,0.739631,0.024687
0.694,0.739631,0.024687
0.695,0.739631,0.024307
0.696,0.739631,0.024307
0.697,0.739979,0.024307
0.698,0.741373,0.023927
0.699,0.741722,0.023927
0.7,0.743116,0.023927
0.701,0.743813,0.023927
0.702,0.743813,0.023927
0.703,0.74451,0.023547
0.704,0.746253,0.023547
0.705,0.746602,0.022788
0.706,0.748344,0.022788
0.707,0.748344,0.022788
0.708,0.749041,0.022408
0.709,0.750087,0.022408
0.71,0.750436,0.022408
0.711,0.751481,0.022028
0.712,0.751481,0.021269
0.713,0.752527,0.021269
0.714,0.752527,0.021269
0.715,0.752527,0.020889
0.716,0.753224,0.020889
0.717,0.753921,0.020509
0.718,0.75427,0.020509
0.719,0.754618,0.020509
0.72,0.754967,0.020509
0.721,0.754967,0.020509
0.722,0.755664,0.020509
0.723,0.757058,0.020129
0.724,0.757755,0.020129
0.725,0.758104,0.020129
0.726,0.758104,0.020129
0.727,0.758452,0.020129
0.728,0.759847,0.020129
0.729,0.760195,0.020129
0.73,0.760544,0.020129
0.731,0.761589,0.020129
0.732,0.762984,0.019749
0.733,0.764029,0.019749
0.734,0.764378,0.019749
0.735,0.764726,0.01937
0.736,0.765075,0.01937
0.737,0.765772,0.01937
0.738,0.767166,0.01937
0.739,0.767515,0.01937
0.74,0.767863,0.01899
0.741,0.76856,0.01899
0.742,0.769258,0.01861
0.743,0.770303,0.01861
0.744,0.770303,0.01861
0.745,0.771349,0.01861
0.746,0.772046,0.01861
0.747,0.772395,0.01823
0.748,0.772743,0.01823
0.749,0.77344,0.01823
0.75,0.773789,0.01823
0.751,0.774486,0.01823
0.752,0.774834,0.01823
0.753,0.774834,0.01823
0.754,0.775532,0.01823
0.755,0.776577,0.01823
0.756,0.777274,0.01823
0.757,0.777623,0.01785
0.758,0.77832,0.01785
0.759,0.779017,0.01785
0.76,0.779366,0.017471
0.761,0.779714,0.016711
0.762,0.780063,0.016711
0.763,0.780411,0.016711
0.764,0.781108,0.016711
0.765,0.782154,0.016711
0.766,0.782503,0.016711
0.767,0.7832,0.016711
0.768,0.7832,0.016331
0.769,0.783548,0.016331
0.77,0.783897,0.016331
0.771,0.784594,0.016331
0.772,0.784594,0.015951
0.773,0.784594,0.015951
0.774,0.784942,0.015572
0.775,0.785291,0.015572
0.776,0.785291,0.015572
0.777,0.786685,0.015572
0.778,0.787034,0.014812
0.779,0.787382,0.014812
0.78,0.788079,0.014812
0.781,0.788428,0.014812
0.782,0.790868,0.014812
0.783,0.791914,0.013673
0.784,0.792262,0.013673
0.785,0.792611,0.013293
0.786,0.793308,0.012913
0.787,0.793308,0.012913
0.788,0.794005,0.012533
0.789,0.794702,0.012153
0.79,0.795051,0.011774
0.791,0.795399,0.011014
0.792,0.795748,0.010254
0.793,0.795748,0.010254
0.794,0.796096,0.009875
0.795,0.796445,0.009875
0.796,0.79749,0.009495
0.797,0.797839,0.009495
0.798,0.797839,0.009495
0.799,0.798188,0.009495
0.8,0.798536,0.009115
0.801,0.799233,0.009115
0.802,0.799582,0.009115
0.803,0.79993,0.009115
0.804,0.800279,0.009115
0.805,0.800627,0.009115
0.806,0.801673,0.008735
0.807,0.802719,0.008355
0.808,0.802719,0.008355
0.809,0.803067,0.007976
0.81,0.803416,0.007976
0.811,0.803764,0.007976
0.812,0.804461,0.007596
0.813,0.80481,0.007596
0.814,0.805507,0.007596
0.815,0.805507,0.007216
0.816,0.806204,0.007216
0.817,0.806901,0.007216
0.818,0.80725,0.007216
0.819,0.807947,0.007216
0.82,0.808296,0.007216
0.821,0.808296,0.007216
0.822,0.810038,0.007216
0.823,0.810387,0.007216
0.824,0.811433,0.007216
0.825,0.811781,0.007216
0.826,0.81213,0.007216
0.827,0.812478,0.006836
0.828,0.813175,0.006457
0.829,0.81457,0.005317
0.83,0.81457,0.005317
0.831,0.814918,0.005317
0.832,0.816312,0.005317
0.833,0.816312,0.005317
0.834,0.817009,0.005317
0.835,0.817707,0.005317
0.836,0.818752,0.005317
0.837,0.820146,0.005317
0.838,0.820843,0.005317
0.839,0.820843,0.005317
0.84,0.821541,0.004937
0.841,0.821541,0.004937
0.842,0.822586,0.004937
0.843,0.822935,0.004937
0.844,0.823283,0.004937
0.845,0.82398,0.004937
0.846,0.824678,0.004937
0.847,0.824678,0.004937
0.848,0.825026,0.004937
0.849,0.825026,0.004937
0.85,0.825723,0.004937
0.851,0.825723,0.004558
0.852,0.825723,0.004558
0.853,0.826072,0.004558
0.854,0.826769,0.004558
0.855,0.827466,0.004558
0.856,0.828512,0.004558
0.857,0.828512,0.004558
0.858,0.82886,0.004558
0.859,0.829557,0.004558
0.86,0.8313,0.004558
0.861,0.831649,0.004558
0.862,0.832694,0.004558
0.863,0.833391,0.004558
0.864,0.83374,0.004558
0.865,0.83374,0.004558
0.866,0.834437,0.004558
0.867,0.835134,0.004558
0.868,0.835831,0.004558
0.869,0.836528,0.004558
0.87,0.837226,0.004558
0.871,0.837574,0.004558
0.872,0.840014,0.004558
0.873,0.840711,0.004558
0.874,0.841408,0.004558
0.875,0.841408,0.004558
0.876,0.842105,0.004558
0.877,0.842454,0.004178
0.878,0.842802,0.004178
0.879,0.843848,0.004178
0.88,0.843848,0.004178
0.881,0.844894,0.004178
0.882,0.845591,0.004178
0.883,0.846636,0.003798
0.884,0.846985,0.003798
